Code.T,Company Name,Market Segment,Industry,Fiscal Year End
8097.T,"SAN-AI OBBLI CO.,LTD.",Prime,Wholesale Trade,March
8098.T,"Inabata & Co.,Ltd.",Prime,Wholesale Trade,March
8101.T,GSI Creos Corporation,Prime,Wholesale Trade,March
8103.T,Meiwa Corporation,Prime,Wholesale Trade,March
8104.T,KUWAZAWA Holdings Corporation,Standard,Wholesale Trade,March
8105.T,"MARUSHO HOTTA CO.,LTD.",Standard,Wholesale Trade,March
8107.T,KIMURATAN CORPORATION,Standard,Textiles & Apparels,March
8111.T,GOLDWIN INC.,Prime,Textiles & Apparels,March
8113.T,UNICHARM CORPORATION,Prime,Chemicals,December
8114.T,"DESCENTE,LTD.",Prime,Textiles & Apparels,March
8115.T,"MOONBAT Co.,Ltd.",Standard,Wholesale Trade,March
8117.T,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Standard,Wholesale Trade,March
8118.T,"KING Co.,Ltd.",Standard,Textiles & Apparels,March
8119.T,SANYEI CORPORATION,Standard,Wholesale Trade,March
8123.T,"T.KAWABE & CO.,LTD.",Standard,Wholesale Trade,March
8125.T,"Wakita & Co.,LTD.",Prime,Wholesale Trade,February
8127.T,YAMATO INTERNATIONAL INC.,Standard,Textiles & Apparels,August
8129.T,"TOHO HOLDINGS CO.,LTD.",Prime,Wholesale Trade,March
8130.T,Sangetsu Corporation,Prime,Wholesale Trade,March
8131.T,"Mitsuuroko Group Holdings Co.,Ltd.",Standard,Wholesale Trade,March
8132.T,"SINANEN HOLDINGS CO.,LTD.",Prime,Wholesale Trade,March
8133.T,"ITOCHU ENEX CO.,LTD.",Prime,Wholesale Trade,March
8135.T,ZETT CORPORATION,Standard,Wholesale Trade,March
8136.T,"Sanrio Company,Ltd.",Prime,Wholesale Trade,March
8137.T,SUN-WA TECHNOS CORPORATION,Prime,Wholesale Trade,March
.T,,,,
.T,,,,
.T,,,,
8138.T,SANKYO KASEI CORPORATION,Standard,Wholesale Trade,March
8139.T,NAGAHORI CORPORATION,Standard,Wholesale Trade,March
8140.T,"Ryosan Company,Limited",Prime,Wholesale Trade,March
8141.T,"Shinko Shoji Co.,Ltd.",Prime,Wholesale Trade,March
8142.T,"TOHO Co.,Ltd.",Prime,Wholesale Trade,January
8143.T,"LAPINE CO.,LTD.",Standard,Textiles & Apparels,February
8144.T,"Denkyo Group Holdings Co.,Ltd.",Standard,Wholesale Trade,March
8147.T,TOMITA CO.LTD.,Standard,Wholesale Trade,March
8150.T,"SANSHIN ELECTRONICS CO.,LTD.",Prime,Wholesale Trade,March
8151.T,TOYO Corporation,Prime,Wholesale Trade,September
8152.T,SOMAR CORPORATION,Standard,Wholesale Trade,March
8153.T,"MOS FOOD SERVICES,INC.",Prime,Wholesale Trade,March
8154.T,"KAGA ELECTRONICS CO.,LTD.",Prime,Wholesale Trade,March
8155.T,"MIMASU SEMICONDUCTOR INDUSTRY CO.,LTD.",Prime,Metal Products,May
8157.T,"TSUZUKI DENKI CO.,LTD.",Prime,Information & Communication,March
8158.T,"SODA NIKKA CO.,LTD.",Prime,Wholesale Trade,March
8159.T,"TACHIBANA ELETECH CO.,LTD.",Prime,Wholesale Trade,March
8160.T,"KISOJI CO.,LTD.",Prime,Retail Trade,March
8163.T,"SRS HOLDINGS CO.,LTD.",Prime,Retail Trade,March
8165.T,"SENSHUKAI CO.,LTD.",Prime,Retail Trade,December
8166.T,"Taka-Q Co.,Ltd.",Standard,Retail Trade,February
8167.T,"RETAIL PARTNERS CO.,LTD.",Prime,Retail Trade,February
8168.T,"Keiyo Co.,Ltd.",Prime,Retail Trade,February
8173.T,"Joshin Denki Co.,Ltd.",Prime,Retail Trade,March
8174.T,"NIPPON GAS CO.,LTD.",Prime,Retail Trade,March
8179.T,"ROYAL HOLDINGS Co., Ltd.",Prime,Retail Trade,December
8181.T,"Totenko Co.,Ltd.",Standard,Retail Trade,February
8182.T,"Inageya Co.,Ltd.",Prime,Retail Trade,March
8185.T,"CHIYODA CO.,LTD.",Prime,Retail Trade,February
8194.T,LIFE CORPORATION,Prime,Retail Trade,February
8198.T,"Maxvalu Tokai Co.,Ltd.",Standard,Retail Trade,February
8200.T,"RINGER HUT CO.,LTD.",Prime,Retail Trade,February
8202.T,"Laox Holdings CO.,LTD.",Standard,Retail Trade,December
8203.T,MrMax Holdings Ltd.,Prime,Retail Trade,February
8207.T,"TEN ALLIED Co.,Ltd.",Standard,Retail Trade,March
8208.T,"ENCHO CO.,LTD.",Standard,Retail Trade,March
8209.T,FRIENDLY CORPORATION,Standard,Retail Trade,March
8214.T,AOKI Holdings Inc.,Prime,Retail Trade,March
8215.T,"GINZA YAMAGATAYA CO.,LTD.",Standard,Retail Trade,March
8217.T,"OKUWA CO.,LTD.",Prime,Retail Trade,February
8218.T,"KOMERI CO.,LTD.",Prime,Retail Trade,March
8219.T,"AOYAMA TRADING Co.,Ltd.",Prime,Retail Trade,March
8225.T,"Takachiho Co.,Ltd.",Standard,Wholesale Trade,March
8226.T,RIKEI CORPORATION,Standard,Wholesale Trade,March
8227.T,"SHIMAMURA Co.,Ltd.",Prime,Retail Trade,February
8230.T,"HASEGAWA CO.,LTD.",Standard,Retail Trade,March
8233.T,"Takashimaya Company,Limited",Prime,Retail Trade,February
8237.T,"MATSUYA CO.,LTD.",Prime,Retail Trade,February
8242.T,H2O RETAILING CORPORATION,Prime,Retail Trade,March
8244.T,"Kintetsu Department Store CO.,Ltd.",Standard,Retail Trade,February
8247.T,"Daiwa Co.,Ltd.",Standard,Retail Trade,February
8252.T,"MARUI GROUP CO.,LTD.",Prime,Retail Trade,March
8253.T,"Credit Saison Co.,Ltd.",Prime,Other Financing Business,March
8254.T,"Saikaya Department Store Co.,Ltd.",Standard,Retail Trade,August
8255.T,Axial Retailing Inc.,Prime,Retail Trade,March
8256.T,"MARUMITSU CO.,LTD.",Standard,Wholesale Trade,March
8260.T,"IZUTSUYA CO.,LTD.",Standard,Retail Trade,February
8267.T,"AEON CO.,LTD.",Prime,Retail Trade,February
8273.T,"IZUMI CO.,LTD.",Prime,Retail Trade,February
8275.T,FORVAL CORPORATION,Prime,Wholesale Trade,March
8276.T,"HEIWADO CO.,LTD.",Prime,Retail Trade,February
8278.T,"FUJI CO.,LTD.",Prime,Retail Trade,February
8279.T,"YAOKO CO.,LTD",Prime,Retail Trade,March
8281.T,"XEBIO holdings CO.,LTD.",Prime,Retail Trade,March
8282.T,K'S HOLDINGS CORPORATION,Prime,Retail Trade,March
8283.T,PALTAC CORPORATION,Prime,Wholesale Trade,March
8285.T,"MITANI SANGYO CO.,LTD.",Prime,Wholesale Trade,March
8289.T,Olympic Group Corporation,Standard,Retail Trade,February
8291.T,"NISSAN TOKYO SALES HOLDINGS CO.,LTD.",Prime,Retail Trade,March
8303.T,"SBI Shinsei Bank,Limited",Standard,Banks,March
8304.T,"Aozora Bank,Ltd.",Prime,Banks,March
8306.T,"Mitsubishi UFJ Financial Group,Inc.",Prime,Banks,March
8308.T,"Resona Holdings, Inc.",Prime,Banks,March
8309.T,"Sumitomo Mitsui Trust Holdings,Inc.",Prime,Banks,March
8316.T,"Sumitomo Mitsui Financial Group,Inc.",Prime,Banks,March
8331.T,"The Chiba Bank,Ltd.",Prime,Banks,March
8334.T,"The Gunma Bank,Ltd.",Prime,Banks,March
8336.T,"The Musashino Bank,Ltd.",Prime,Banks,March
8337.T,"The Chiba Kogyo Bank,Ltd.",Prime,Banks,March
8338.T,"Tsukuba Bank,Ltd.",Prime,Banks,March
8341.T,"The 77 Bank,Ltd.",Prime,Banks,March
8343.T,"THE AKITA BANK,LTD.",Prime,Banks,March
8344.T,"The Yamagata Bank,Ltd.",Prime,Banks,March
8345.T,"The Bank of Iwate,Ltd.",Prime,Banks,March
8346.T,"The Toho Bank,Ltd.",Prime,Banks,March
8349.T,"THE TOHOKU BANK,LTD.",Standard,Banks,March
8354.T,"Fukuoka Financial Group,Inc.",Prime,Banks,March
8358.T,Suruga Bank Ltd.,Prime,Banks,March
8359.T,"The Hachijuni Bank,Ltd.",Prime,Banks,March
8360.T,"The Yamanashi Chuo Bank,Ltd.",Prime,Banks,March
8361.T,"The Ogaki Kyoritsu Bank,Ltd.",Prime,Banks,March
8362.T,"The Fukui Bank,Ltd.",Prime,Banks,March
8364.T,"THE SHIMIZU BANK,LTD.",Prime,Banks,March
8365.T,"The Bank of Toyama,Ltd.",Standard,Banks,March
8366.T,"THE SHIGA BANK,LTD.",Prime,Banks,March
8367.T,"The Nanto Bank,Ltd.",Prime,Banks,March
8368.T,"The Hyakugo Bank,Ltd.",Prime,Banks,March
8369.T,"The Bank of Kyoto,Ltd.",Prime,Banks,March
8370.T,"The Kiyo Bank,Ltd.",Prime,Banks,March
8377.T,"Hokuhoku Financial Group, Inc.",Prime,Banks,March
8381.T,"The San-in Godo Bank,Ltd.",Prime,Banks,March
8383.T,"THE TOTTORI BANK,LTD.",Standard,Banks,March
8386.T,"The Hyakujushi Bank,Ltd.",Prime,Banks,March
8387.T,The Shikoku Bank Ltd.,Prime,Banks,March
8388.T,"The Awa Bank,Ltd.",Prime,Banks,March
8392.T,"THE OITA BANK,LTD.",Prime,Banks,March
8393.T,"The Miyazaki Bank,Ltd.",Prime,Banks,March
8395.T,THE BANK OF SAGA LTD.,Prime,Banks,March
8399.T,"Bank of The Ryukyus,Limited",Prime,Banks,March
8410.T,"Seven Bank,Ltd.",Prime,Banks,March
8411.T,"Mizuho Financial Group,Inc.",Prime,Banks,March
8416.T,"THE BANK OF KOCHI,LTD.",Standard,Banks,March
8418.T,"Yamaguchi Financial Group,Inc.",Prime,Banks,March
8424.T,"Fuyo General Lease Co.,Ltd.",Prime,Other Financing Business,March
8425.T,"Mizuho Leasing Company,Limited",Prime,Other Financing Business,March
8439.T,Tokyo Century Corporation,Prime,Other Financing Business,March
8462.T,"Future Venture Capital Co.,Ltd.",Standard,Securities & Commodity Futures,March
8473.T,"SBI Holdings,Inc.",Prime,Securities & Commodity Futures,March
8508.T,"J Trust Co.,Ltd.",Standard,Other Financing Business,December
8511.T,"Japan Securities Finance Co.,Ltd.",Prime,Other Financing Business,March
8515.T,AIFUL CORPORATION,Prime,Other Financing Business,March
8518.T,"Japan Asia Investment Company,Limited",Standard,Securities & Commodity Futures,March
8522.T,"The Bank of Nagoya,Ltd.",Prime,Banks,March
8524.T,"North Pacific Bank,Ltd.",Prime,Banks,March
8537.T,"THE TAIKO BANK,LTD.",Standard,Banks,March
8541.T,"The Ehime Bank,Ltd.",Prime,Banks,March
8542.T,"TOMATO BANK,LTD.",Standard,Banks,March
8544.T,"The Keiyo Bank,Ltd.",Prime,Banks,March
8550.T,"THE TOCHIGI BANK,LTD.",Prime,Banks,March
8551.T,"The Kita-Nippon Bank,Ltd.",Prime,Banks,March
8558.T,"THE TOWA BANK,LTD.",Prime,Banks,March
8562.T,"THE FUKUSHIMA BANK,LTD.",Standard,Banks,March
8563.T,"THE DAITO BANK,LTD.",Standard,Banks,March
8566.T,"RICOH LEASING COMPANY,LTD.",Prime,Other Financing Business,March
8570.T,"AEON Financial Service Co.,Ltd.",Prime,Other Financing Business,February
8572.T,"ACOM CO.,LTD.",Standard,Other Financing Business,March
8584.T,"JACCS CO.,LTD.",Prime,Other Financing Business,March
8585.T,Orient Corporation,Prime,Other Financing Business,March
8591.T,ORIX CORPORATION,Prime,Other Financing Business,March
8593.T,Mitsubishi HC Capital Inc.,Prime,Other Financing Business,March
8595.T,"JAFCO Group Co.,Ltd.",Prime,Securities & Commodity Futures,March
8596.T,"KYUSHU LEASING SERVICE CO.,LTD.",Standard,Other Financing Business,March
8600.T,"TOMONY Holdings,Inc.",Prime,Banks,March
8601.T,Daiwa Securities Group Inc.,Prime,Securities & Commodity Futures,March
8604.T,"Nomura Holdings, Inc.",Prime,Securities & Commodity Futures,March
8609.T,OKASAN SECURITIES GROUP INC.,Prime,Securities & Commodity Futures,March
8613.T,"Marusan Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March
8614.T,"TOYO SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March
8616.T,"Tokai Tokyo Financial Holdings,Inc.",Prime,Securities & Commodity Futures,March
8617.T,"The Kosei Securities Co.,Ltd.",Standard,Securities & Commodity Futures,March
8622.T,"Mito Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March
8624.T,"Ichiyoshi Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March
8628.T,"MATSUI SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March
8630.T,"Sompo Holdings,Inc.",Prime,Insurance,March
8697.T,"Japan Exchange Group,Inc.",Prime,Other Financing Business,March
8698.T,"Monex Group,Inc.",Prime,Securities & Commodity Futures,March
8699.T,"HS Holdings Co.,Ltd.",Standard,Securities & Commodity Futures,March
8700.T,"Maruhachi Securities Co.,Ltd.",Standard,Securities & Commodity Futures,March
8704.T,"TRADERS HOLDINGS CO.,LTD.",Standard,Securities & Commodity Futures,March
8705.T,"Nissan Securities Group Co.,Ltd.",Standard,Securities & Commodity Futures,March
8706.T,"KYOKUTO SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March
8707.T,"IwaiCosmo Holdings,Inc.",Prime,Securities & Commodity Futures,March
8708.T,"AIZAWA SECURITIES GROUP CO.,LTD.",Prime,Securities & Commodity Futures,March
8713.T,FIDEA Holdings Co.Ltd.,Prime,Banks,March
8714.T,"Senshu Ikeda Holdings,Inc.",Prime,Banks,March
8715.T,"Anicom Holdings,Inc.",Prime,Insurance,March
8725.T,"MS&AD Insurance Group Holdings,Inc.",Prime,Insurance,March
8732.T,"MONEY PARTNERS GROUP CO.,LTD.",Prime,Securities & Commodity Futures,March
8737.T,Akatsuki Corp.,Standard,Securities & Commodity Futures,March
8739.T,"SPARX Group Co.,Ltd.",Prime,Securities & Commodity Futures,March
8742.T,"KOBAYASHI YOKO CO.,LTD.",Standard,Securities & Commodity Futures,March
8746.T,"DAIICHI COMMODITIES CO.,LTD.",Standard,Securities & Commodity Futures,March
8747.T,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Standard,Securities & Commodity Futures,March
8750.T,"Dai-ichi Life Holdings,Inc.",Prime,Insurance,March
8766.T,"Tokio Marine Holdings,Inc.",Prime,Insurance,March
8769.T,"Advantage Risk Management Co.,Ltd.",Prime,Services,March
8771.T,"eGuarantee,Inc.",Prime,Other Financing Business,March
8772.T,"ASAX CO.,LTD.",Standard,Other Financing Business,March
8783.T,"GFA Co.,Ltd.",Standard,Other Financing Business,March
8789.T,FinTech Global Incorporated,Standard,Other Financing Business,September
8793.T,NEC Capital Solutions Limited,Prime,Other Financing Business,March
8795.T,"T&D Holdings, Inc.",Prime,Insurance,March
8798.T,"Advance Create Co.,Ltd.",Prime,Insurance,September
8801.T,"Mitsui Fudosan Co.,Ltd.",Prime,Real Estate,March
8802.T,"Mitsubishi Estate Company,Limited",Prime,Real Estate,March
8803.T,"HEIWA REAL ESTATE CO.,LTD.",Prime,Real Estate,March
8804.T,"Tokyo Tatemono Co.,Ltd.",Prime,Real Estate,December
8818.T,"Keihanshin Building Co.,Ltd.",Prime,Real Estate,March
8830.T,"Sumitomo Realty & Development Co.,Ltd.",Prime,Real Estate,March
8835.T,TAIHEIYO KOUHATSU INCORPORATED,Standard,Wholesale Trade,March
8836.T,RISE Inc.,Standard,Real Estate,March
8841.T,"TOC Co.,Ltd.",Standard,Real Estate,March
8842.T,"TOKYO RAKUTENCHI CO.,LTD.",Prime,Real Estate,January
8844.T,"COSMOS INITIA Co.,Ltd.",Standard,Real Estate,March
8848.T,LEOPALACE21 CORPORATION,Prime,Real Estate,March
8850.T,STARTS CORPORATION INC.,Prime,Real Estate,March
8854.T,"The Japan Living Service Co.,LTD.",Standard,Real Estate,December
8860.T,FUJI CORPORATION LIMITED,Prime,Real Estate,March
8864.T,"AIRPORT FACILITIES Co.,LTD.",Prime,Real Estate,March
8869.T,Meiwa Estate Company Limited,Prime,Real Estate,March
.T,,,,
.T,,,,
.T,,,,
8871.T,"GOLDCREST Co.,Ltd.",Prime,Real Estate,March
8876.T,"Relo Group,Inc.",Prime,Services,March
8877.T,ESLEAD CORPORATION,Prime,Real Estate,March
8881.T,"NISSHIN GROUP HOLDINGS Company,Limited",Prime,Real Estate,March
8886.T,"WOOD FRIENDS CO.,Ltd.",Standard,Real Estate,May
8887.T,RIBERESUTE CORPORATION,Standard,Real Estate,May
8889.T,"Apaman Co.,Ltd.",Standard,Real Estate,September
8890.T,"Raysum Co.,Ltd.",Standard,Real Estate,March
8891.T,"AMG HOLDINGS CO.,LTD.",Standard,Real Estate,March
8892.T,ES-CON JAPAN Ltd.,Prime,Real Estate,December
8893.T,"SHIN-NIHON TATEMONO CO.,LTD.",Standard,Real Estate,March
8894.T,"REVOLUTION CO.,LTD.",Standard,Real Estate,October
8897.T,"MIRARTH HOLDINGS,Inc.",Prime,Real Estate,March
8898.T,CENTURY21 REAL ESTATE OF JAPAN LTD.,Standard,Real Estate,March
8903.T,Sunwood Corporation,Standard,Real Estate,March
8904.T,"AVANTIA CO.,LTD.",Prime,Real Estate,August
8905.T,"AEON Mall Co.,Ltd.",Prime,Real Estate,February
8908.T,"MAINICHI COMNET CO.,LTD.",Standard,Real Estate,May
8912.T,Area Quest Inc.,Standard,Real Estate,June
8914.T,"Arealink Co.,Ltd.",Standard,Real Estate,December
8917.T,"First Juken Co.,Ltd.",Prime,Real Estate,October
8918.T,"LAND Co.,Ltd.",Standard,Real Estate,February
8919.T,"KATITAS CO.,LTD",Prime,Real Estate,March
8920.T,"TOSHO CO.,LTD.",Standard,Services,March
8921.T,"C's Create Co.,Ltd",TOKYO PRO Market,Real Estate,July
8923.T,TOSEI CORPORATION,Prime,Real Estate,November
8925.T,"ARDEPRO Co.,Ltd.",Standard,Real Estate,July
8927.T,"MEIHO ENTERPRISE CO.,LTD.",Standard,Real Estate,July
8928.T,ANABUKI KOSAN INC.,Standard,Real Estate,June
8929.T,"Aoyama Zaisan Networks Company,Limited",Standard,Real Estate,December
8931.T,WADAKOHSAN CORPORATION,Standard,Real Estate,February
8934.T,"Sun Frontier Fudousan Co.,Ltd.",Prime,Real Estate,March
8935.T,"FJ NEXT HOLDINGS CO.,LTD.",Prime,Real Estate,March
8938.T,"GLOME Holdings,Inc.",Growth,Real Estate,March
8940.T,"INTELLEX Co.,Ltd.",Prime,Real Estate,May
8944.T,"LAND BUSINESS  CO.,LTD.",Standard,Real Estate,September
8945.T,SUNNEXTA GROUP Inc.,Prime,Real Estate,June
8946.T,ASIAN STAR CO.,Standard,Real Estate,December
8995.T,"Makoto Construction CO,Ltd",Standard,Real Estate,March
8996.T,"HouseFreedom Co.,Ltd.",Standard,Real Estate,December
8999.T,Grandy House Corporation,Prime,Real Estate,March
9001.T,"TOBU RAILWAY CO.,LTD.",Prime,Land Transportation,March
9003.T,"Sotetsu Holdings,Inc.",Prime,Land Transportation,March
9005.T,TOKYU CORPORATION,Prime,Land Transportation,March
9006.T,Keikyu Corporation,Prime,Land Transportation,March
9007.T,"Odakyu Electric Railway Co.,Ltd.",Prime,Land Transportation,March
9008.T,Keio Corporation,Prime,Land Transportation,March
9009.T,"Keisei Electric Railway Co.,Ltd.",Prime,Land Transportation,March
9010.T,"FUJI KYUKO CO.,LTD.",Prime,Land Transportation,March
9012.T,"Chichibu Railway Co.,Ltd.",Standard,Land Transportation,March
9017.T,"Niigata Kotsu Co.,Ltd.",Standard,Land Transportation,March
9020.T,East Japan Railway Company,Prime,Land Transportation,March
9021.T,West Japan Railway Company,Prime,Land Transportation,March
9022.T,Central Japan Railway Company,Prime,Land Transportation,March
9024.T,SEIBU HOLDINGS INC.,Prime,Land Transportation,March
9025.T,"Konoike Transport Co.,Ltd.",Prime,Land Transportation,March
9028.T,"ZERO CO.,LTD.",Standard,Land Transportation,June
9029.T,"HIGASHI TWENTY ONE CO.,LTD.",Standard,Land Transportation,March
9031.T,"Nishi-Nippon Railroad Co.,Ltd.",Prime,Land Transportation,March
9033.T,"Hiroshima Electric Railway Co.,Ltd.",Standard,Land Transportation,March
9034.T,"NANSO Transport Co.,Ltd.",Standard,Land Transportation,March
9036.T,"TOHBU NETWORK CO.,LTD.",Standard,Land Transportation,March
9037.T,"HAMAKYOREX CO.,LTD.",Prime,Land Transportation,March
9039.T,"Sakai Moving Service Co.,Ltd.",Prime,Land Transportation,March
9041.T,"Kintetsu Group Holdings Co.,Ltd.",Prime,Land Transportation,March
9042.T,"Hankyu Hanshin Holdings,Inc.",Prime,Land Transportation,March
9044.T,"Nankai Electric Railway Co.,Ltd.",Prime,Land Transportation,March
9045.T,"Keihan Holdings Co.,Ltd.",Prime,Land Transportation,March
9046.T,"Kobe Electric Railway Co.,Ltd.",Prime,Land Transportation,March
9048.T,"Nagoya Railroad Co., Ltd.",Prime,Land Transportation,March
9049.T,"Keifuku Electric Railroad Co.,Ltd.",Standard,Land Transportation,March
9051.T,"SENKON LOGISTICS CO.,LTD",Standard,Land Transportation,March
9052.T,"Sanyo Electric Railway Co.,Ltd.",Prime,Land Transportation,March
9055.T,"ALPS LOGISTICS CO.,LTD.",Prime,Land Transportation,March
9057.T,"ENSHU TRUCK CO.,LTD.",Standard,Land Transportation,March
9058.T,"TRANCOM CO.,LTD.",Prime,Warehousing & Harbor Transportation Services,March
9059.T,"Kanda Holdings Co.,Ltd.",Standard,Land Transportation,March
9060.T,JAPAN LOGISTIC SYSTEMS CORP.,Standard,Land Transportation,March
9063.T,"Okayamaken Freight Transportation CO.,LTD.",Standard,Land Transportation,March
9064.T,"YAMATO HOLDINGS CO.,LTD.",Prime,Land Transportation,March
9065.T,SANKYU INC.,Prime,Land Transportation,March
9066.T,NISSIN CORPORATION,Prime,Warehousing & Harbor Transportation Services,March
9067.T,MARUWN CORPORATION,Standard,Land Transportation,March
9068.T,"Maruzen Showa Unyu Co.,Ltd.",Prime,Land Transportation,March
9069.T,"SENKO Group Holdings Co.,Ltd.",Prime,Land Transportation,March
9070.T,"TONAMI HOLDINGS CO.,LTD.",Prime,Land Transportation,March
9072.T,"NIKKON Holdings Co.,Ltd.",Prime,Land Transportation,March
9073.T,"Kyogoku unyu shoji Co.,Ltd.",Standard,Land Transportation,March
9074.T,"Japan Oil Transportation Co.,Ltd.",Standard,Land Transportation,March
9075.T,"FUKUYAMA TRANSPORTING CO.,LTD.",Prime,Land Transportation,March
9076.T,"SEINO HOLDINGS CO.,LTD.",Prime,Land Transportation,March
9078.T,"S LINE GROUP CO.,LTD.",Standard,Land Transportation,March
9081.T,"Kanagawa Chuo Kotsu Co.,Ltd.",Prime,Land Transportation,March
9082.T,"Daiwa Motor Transportation Co.,Ltd.",Standard,Land Transportation,March
9083.T,"Shinki Bus Co.,Ltd.",Standard,Land Transportation,March
9087.T,TAKASE CORPORATION,Standard,Land Transportation,March
9090.T,AZ-COM MARUWA Holdings Inc.,Prime,Land Transportation,March
9099.T,"Chilled & Frozen Logistics Holdings Co.,Ltd.",Prime,Land Transportation,March
9101.T,Nippon Yusen Kabushiki Kaisha,Prime,Marine Transportation,March
9104.T,"Mitsui O.S.K.Lines,Ltd.",Prime,Marine Transportation,March
9107.T,"Kawasaki Kisen Kaisha,Ltd.",Prime,Marine Transportation,March
9110.T,"NS United Kaiun Kaisha,Ltd.",Prime,Marine Transportation,March
9115.T,"MEIJI SHIPPING CO.,LTD.",Standard,Marine Transportation,March
9119.T,"IINO KAIUN KAISHA,LTD.",Prime,Marine Transportation,March
9127.T,"TAMAI STEAMSHIP CO.,LTD",Standard,Marine Transportation,March
9130.T,"KYOEI TANKER CO.,LTD.",Standard,Marine Transportation,March
9142.T,Kyushu Railway Company,Prime,Land Transportation,March
9143.T,"SG HOLDINGS CO.,LTD.",Prime,Land Transportation,March
9145.T,"BEING HOLDINGS CO.,LTD.",Standard,Land Transportation,December
9146.T,"GOKENDO CO.,Ltd",TOKYO PRO Market,Land Transportation,December
9147.T,"NIPPON EXPRESS HOLDINGS,INC.",Prime,Land Transportation,December
9149.T,"Otomo Logistics Service Co.,Ltd.",TOKYO PRO Market,Land Transportation,October
9156.T,"HANA HOLDINGS Co.,Ltd.",TOKYO PRO Market,Services,March
9158.T,CUC Inc.,Growth,Services,March
9159.T,W TOKYO Inc.,Growth,Services,June
9160.T,"NOVARESE,Inc.",Standard,Services,December
9161.T,"Integrated Design & Engineering Holdings Co.,Ltd.",Prime,Services,June
9162.T,"Bleach,Inc.",Growth,Services,June
9163.T,Nareru Group Inc.,Growth,Services,October
9164.T,TRYT Inc.,Growth,Services,December
9165.T,"Qualtec Co.,Ltd.",Growth,Services,June
9166.T,GENDA Inc.,Growth,Services,January
9171.T,"Kuribayashi Steamship Co.,Ltd.",Standard,Marine Transportation,March
9173.T,"Tokai Kisen Co.,Ltd.",Standard,Marine Transportation,December
9193.T,"Tokyo Kisen Co.,Ltd.",Standard,Warehousing & Harbor Transportation Services,March
9201.T,"Japan Airlines Co.,Ltd.",Prime,Air Transportation,March
9202.T,ANA HOLDINGS INC.,Prime,Air Transportation,March
9204.T,Skymark Airlines Inc.,Growth,Air Transportation,March
9206.T,Star Flyer Inc.,Standard,Air Transportation,March
9211.T,f-code Inc.,Growth,Services,December
9212.T,"Green Earth Institute Co.,Ltd.",Growth,Services,September
9213.T,SEYFERT LTD.,Standard,Services,December
9214.T,"Recovery International Co.,Ltd.",Growth,Services,December
9215.T,"CaSy Co.,Ltd.",Growth,Services,November
9216.T,"Bewith,Inc.",Prime,Services,May
9218.T,"Mental Health Technologies Co.,Ltd.",Growth,Services,December
9219.T,GiXo Ltd.,Growth,Services,June
9220.T,"FB CARE SERVICE CO.,LTD.",Standard,Services,March
9221.T,FULUHASHI EPO CORPORATION,Standard,Services,March
9222.T,"manaby Co.,Ltd.",TOKYO PRO Market,Services,March
9224.T,KANKYOU NO MIKATA Inc.,TOKYO PRO Market,Services,September
9225.T,Bridge Consulting Group Inc.,Growth,Services,September
9226.T,IGER Inc.,TOKYO PRO Market,Services,November
9227.T,"Microwave Chemical Co.,Ltd.",Growth,Services,March
9229.T,"SUNWELS Co.,Ltd.",Growth,Services,March
9232.T,PASCO CORPORATION,Standard,Air Transportation,March
9233.T,"Asia Air Survey Co.,Ltd.",Standard,Air Transportation,September
9240.T,Delivery Consulting Inc.,Growth,Services,July
9241.T,"Future Link Network Co.,Ltd.",Growth,Services,August
9242.T,"Media Research Institute,Inc.",Growth,Services,July
9243.T,"FT Holdings Co.,Inc.",TOKYO PRO Market,Services,March
9244.T,DIGITALIFT Inc.,Growth,Services,September
9245.T,Livero Inc.,Growth,Services,December
9246.T,"ProjectCompany,Inc.",Growth,Services,December
9247.T,TRE HOLDINGS CORPORATION,Prime,Services,March
9248.T,"People, Dreams & Technologies Group Co.,Ltd.",Prime,Services,September
9249.T,"Japan Ecosystem Co.,Ltd.",Standard,Services,September
9250.T,GRCS Inc.,Growth,Services,November
9251.T,"AB&Company Co.,Ltd.",Growth,Services,October
9252.T,"Last One Mile Co.,Ltd.",Growth,Services,August
9253.T,Slogan Inc.,Growth,Services,February
9254.T,"Lovable Marketing Group,inc.",Growth,Services,October
9256.T,"Succeed co.,ltd.",Growth,Services,March
9258.T,"CS-C.Co.,Ltd.",Growth,Services,September
9259.T,"TAKAYOSHI,INC.",Growth,Services,September
9260.T,"Nishimoto Co.,Ltd.",Prime,Wholesale Trade,December
9262.T,"SILVER LIFE CO.,LTD.",Prime,Retail Trade,July
9263.T,"VISIONARYHOLDINGS CO.,LTD.",Standard,Retail Trade,April
9264.T,"Puequ CO.,LTD.",Standard,Wholesale Trade,August
9265.T,"YAMASHITA HEALTH CARE HOLDINGS,INC.",Standard,Wholesale Trade,May
9267.T,"Genky DrugStores Co.,Ltd.",Prime,Retail Trade,June
